source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,1,142,Porter,7 September 1917,New papers rec'd 1 Ag. 1918,1,"424 560 acat, 2-127 635 1 Porter"
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,2,405,Niagara,14 August 1925,"4= 1,895, 222 10.65 5= 3,846, 754 23.65",1,4 Niagara
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,3,,Vill. of Lasalle annexed to Niagara Falls,6 May 1927,L. 1927 Ch. 530,,
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,4,,"e.R.S. 1,2,3,4,5,6,7,8,9,10,11 Somerset 9,12,14,15 Harland",Laid out 10 June 1937 Meeting held 26 June 1937 Designation of dist. 8 July 1937,,,"C.R.S. 1 Somerset & Harland Niagara Co & Yates & Ridgeway, Orleans Co."
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,5,,"e.R.S. 1 Wilson 2,5,6,7,8,11,12,13,14 Wilson 3+4 Wilson & Newfane 9 Wilson & Porter 10 Wilson & Cambria",Laid out 11 June 1941 Meeting held 24 June 1941 Designation of dist. 19 July 1941,,,"C.R.S. 1 Wilson, Newfane, Porter & Cambria"
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,6,,"e.R.S. 12 Newfane 1,2,5,6,7,8,9,10,11,13,14,16 Newfane 17 Newfane & Wilson",Laid out 12 June 1941 Meeting held 25 June 1941 Designation of dist. 19 July 1941,,,C.R.S. 1 Newfane & Wilson
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,7,,11 Porter 1 Porter,23 March 1942 to take effect 1 July 1942,,,1 Porter
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,8,,"1 Royalton & Harland 18 Royalton 3,8,9,10,12,13,14,15,20,21,22,23 Royalton 2+4 Royalton & Shelby 5 "" & Harland 6 "" , Alabama & Shelby 16 "" & Lockport 4,5,6,7,8,16 Harland 3 "" & Royalton 1 "" & Ridgeway 11 Lockport & Royalton 4 Newfane 1 Newfane 3 Newfane 1 Newfane",Laid out & designated 7 June 1944 Meeting held 29 June 1944,,,"C.R.S. 1 Royalton, Harland & Lockport, Niagara Co, Shelby & Ridgeway, Orleans Co & Alabama, Genesee Co."
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,9,,CRS 1 Newfane,"Effective September 1, 1945",,,CRS 1 Newfane
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,10,,CRS 1 Newfane,"Effective September 1, 1945",,,CRS 1 Newfane
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,11,,CRS 1 Newfane,"Effective June 9, 1944",,,CRS 1 Newfane
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,12,,"CRS 1 Leixington 1 Porter c.d. 2,3,4,5,6,10,11,12 Leixington 3,4,7,8,10 Porter","Laid out May 1, 1947 Meeting held May 27, 1947",,,CRS 1 Leixington
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,13,6,"Meadfield cons into City of North Tonawanda effective July 1, 1951",,,,
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,14,9,Lockport and,"Consolidated into City School District of the City of Lockport effective July 1, 1953",,,
District-Consolidation-Data_100-116.pdf,106,Niagara,unknown,15,12,"""",,,,
