source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,1,C.R.S,Colchester,Laid out 21 July 1938,Meeting held 2 Aug. 1938,147,"C.R.S. 1 Colchester, Hamden, Hancock, Walton, Andes, and Tompkins Delaware County"
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,2,21,Colchester,Designation of dist. 3 Aug. 1938,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,3,"1,2,4,5,7,8,9,13,19",Colchester,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,4,10+18,Colchester + Hamden,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,5,15+17,Colchester + Walton,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,6,30,Colchester + Andes,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,7,3,Hancock,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,8,7+8,Hamden,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,9,10,Hamden + Colchester,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,10,C.R.S,Stamford,Laid out 11 Aug. 1938,Meeting held 24 Aug. 1938,,"C.R.S. 2 Stamford, Hothright, Delhi, Harperfield, Meredith + Borina"
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,11,1,"Hothright, Stamford + Delhi",Designation of dist. 30 Aug. 1938,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,12,"2,3,6,7",9+10 Stamford,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,13,5,Stamford + Hothright,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,14,"3,7,8,9","10,12,13,14 Hothright",,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,15,4,Hothright + Stamford,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,16,11,Hothright + Meredith,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,17,6,Harperfield,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,18,10,Harperfield + Hothright,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,19,2,Borina,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,20,C.R.S,Middletown,Laid out 26 July 1938,Meeting held 11 Aug. 1938,,"C.R.S. 1 Middletown, Andes, Borina + Roxbury, Delaware Co., Hardenburg, Ulster Co."
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,21,17,Middletown,Designation of dist. 15 Aug. 1938,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,22,"3,10,13,14,20,22+24",Middletown,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,23,11+15,Middletown + Andes,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,24,12,Middletown + Borina,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,25,25,"Middletown, Hardenburg + Andes",,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,26,13,Andes + Middletown,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,27,1,Hardenburg,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,28,2+4,Hardenburg + Middletown,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,29,18,Roxbury + Middletown,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,30,C.R.S,Davenport,Laid out 10 Sept 1938,Meeting held 21 Sept 1938,,"C.R.S. 1 Davenport, Hothright, Harperfield + Meredith, Delaware Co., Mayland + Worcester, Otsego Co. + Summit, Schoharie Co."
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,31,1,Davenport,Designation of dist. 22 Sept 1938,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,32,"3,5+17",Davenport,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,33,"1,9+18",Davenport + Hothright,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,34,4+8,Davenport + Mayland,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,35,10,"Davenport, Harperfield + Mayland",,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,36,5+15,Harperfield,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,37,15,Hothright + Davenport,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,38,15,"Meredith, Hothright + Davenport",,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,39,5,"Summit, Worcester + Harperfield",,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,40,1,Tompkins,20 March 1939 to take effect 1 July 1939,,,C.R.S. 1 Sanford
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,41,1,Sanford (Broome Co.),"Appealed to appeal, abrogate 9 Aug 1939",,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,42,,Middletown,20 March 1939 to take effect 30 June 1939,,,C.R.S. 2 Roxbury
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,43,,Roxbury,Order vacated 1 Sept 1939,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,44,,Middletown,20 March 1939 to take effect 30 June 1939,,,C.R.S. 2 Roxbury
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,45,,Roxbury,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,46,Part of,Middletown + C.R.S. Middletown,,,,1 Middletown
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,47,,Andes + Middletown,,,,2 Middletown
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,48,16,Andes + Middletown,31 March 1939 to take effect 1 July 1939,,,C.R.S. 2 Andes
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,49,2,"Andes, Delhi + Borina",17 May 1940 to take effect 20 Aug. 1940,,,C.R.S. 2 Andes
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,50,22,Andes,17 May 1940 to take effect 20 Aug. 1940,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,51,2,"Andes, Delhi + Borina",,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,52,18,Middletown,17 May 1940 to take effect 20 Aug. 1940,,,C.R.S. 1 Middletown
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,53,1,Middletown,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,54,C.R.S.,Sidney + Unadilla,Laid out 16 April 1941,Meeting held 2 May 1941,,"C.R.S. 1 Sidney, Franklin + Unadilla, Del. Co., Unadilla, Otsego Co. + Guilford, Chenango Co."
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,55,"2,3,8, dist",Sidney + Unadilla,Designation of dist. 21 June 1941,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,56,C.S. dist,"2,9,11,12,13+15 Sidney",,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,57,,7+16 Sidney + Franklin,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,58,,"1,2,5,6,9,11+13 Maconville",,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,59,,8 Maconville + Sidney,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,60,,15 Unadilla,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,61,,17 Guilford + Unadilla,,,,
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,62,15,Franklin,16 May 1941 to take effect 20 Aug. 1941,,,C.R.S. 1 Franklin
District-Consolidation-Data_100-116.pdf,44,Delaware,central_rural_schools,63,1,Franklin,,,,
