source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,1,749,Harmony,30 September 1913,"7-44,425 Cont. 12,000",9 Harmony,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,2,12,Harmony,,"7-41,425 12 41,425",,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,3,3,Chautauqua,12 October 1914,"12 162,995 12. 18-19",3 Chautauqua,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,4,15,Harmony,,"3 1,717,820 8.65 Acad. 18-19",,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,5,3,Chautauqua,14 November 1918,"15-228,000 Cont. 18-19",3 Chautauqua,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,6,7410,Stockton,15 August 1918,"Appealed Sep. 1918 but 1-200,158 5-12 acad. 17-18",7 Stockton,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,7,245,Ellington,23 October 1924,"2-136,696 4.65 Acad. 2-51,990 12",2 Ellington,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,8,243,Stockton,31 December 1924,"3-205,173 Acad. 6-60,373 12",3 Stockton,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,9,648,Ellery,11 July 1927,"8-15,050 Cont. 2-26,29 95.39 6-53.75 195.86 12-69.06 250.58 55-25.90 93.97",6 Ellery,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,10,,Part of 60 Ellery & 2 Ellery,,,"{2 Ellery 6 "" 12 "" 5 Stockton}",
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,11,,"""",,,,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,12,,"""",,,,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,13,,"""",31 July 1926,,,
District-Consolidation-Data_100-116.pdf,17,Chautauqua,unknown,14,37,Clymer,20 May 1935 to take effect 22 Aug. 1935,,3 Clymer,
