source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,1,2+5,Georgetown,23 January 1914,2-17413 1K 5-13850 Cont to take effect 25 Apr 1914,2 Georgetown,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,2,"4,5+9",Lebanon,8 April 1914,"4-99,845 1K 5-89,380 1K to take effect 8 May 1914",4 Lebanon,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,3,5+6,Nelson,12 October 1914,"5-29632 1K 6-179,493 Cont to take effect 15 Oct 1914",5 Nelson,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,4,1+3,Smithfield,25 August 1914,"1-175,519 Acad. 3-62,900 Cont",1 Smithfield,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,5,1+6,Lebanon,4 September 1915,"1-36,469 Cont 6-71,605 2 hrs 12-34,820 1K",16 Lebanon,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,6,12+13,Lebanon,4 October 1915,"12-12,770 Cont",1 Lebanon,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,7,2+13,Eaton,3 May 1915,"2-204,262 Acad 13-27,093 Cont",2 Eaton,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,8,1+5,Georgetown,14 August 1916,"1-121,266 Acad 5-12,500 Cont",1 Georgetown,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,9,9+26,Brookfield,18 September 1918,"9-142,432 Acad 26-12,400 Cont Appeal stands",9 Brookfield,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,10,5+12,Stockbridge,5 June 1919,Order set aside 26 Aug 1920,5 Stockbridge,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,11,10+17,Eaton,8 September 1919,"10-24,760 Cont Order revoked 4-6 Lenox",10 Eaton,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,12,6+9,Lenox,10 August 1920,Reestablished as it was prior to consol. 17 March 1921,9 Lenox,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,13,"5,13+25",Brookfield,29 July 1921,"13-154,268 Acad 25-49,069 Cont",5 Brookfield,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,14,Part of 6 Columbus,Brookfield,6 September 1921,"Paid all 21 Brookfield 76,96",New 21a 297.24,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,15,"3,6,8+9",Georgetown,1 April 1922,"3-12,283 Acad 9-19,850 Cont to take effect 1 July 1922",1 Georgetown,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,16,4,Smithfield,8 May 1923,"4-40,002 1K",4 Smithfield,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,17,"1,2,8+10",Stockbridge,31 July 1923,"1-252,232 Acad 2-70,986 1K 10-39,729 Cont",Stockbridge,
District-Consolidation-Data_100-116.pdf,91,Madison,consolidated_districts,18,1+6,Stockbridge,18 September 1923,"6-32,950 Cont",1 Stockbridge,
