source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,1,C.R.S.,Charlotte & Gerry,Laid out 13 Aug. 1938,Meeting held 16 Sept 1938,Designation of dist. 10 Sept 1938,"C.R.S. 1 Charlotte, Gerry, Stockton, Arkwright, Pomfret, Ellery, Cherry Creek, Ellicott and Ellington, Chautauqua Co."
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,2,3,Gerry,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,3,1,Stockton,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,4,7,"Stockton Charlotte, Arkwright Pomfret",,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,5,20,Charlotte,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,6,6,Charlotte & Stockton,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,7,1,Charlotte & Arkwright,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,8,"4,8,11",Charlotte & Arkwright,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,9,5,Charlotte & Cherry Creek,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,10,7,"Charlotte, Gerry & Cherry Creek",,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,11,10,"Charlotte, Gerry & Stockton",,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,12,"2,4,16,8",Gerry & Ellicott,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,13,3,Gerry & Ellington,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,14,5,Gerry & Ellington,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,15,7,Gerry & Ellery,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,16,"4,9",Stockton,,,,
District-Consolidation-Data_100-116.pdf,18,Chautauqua,unknown,17,5,Stockton & Ellery,,,,
