source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,1,12,Vestal,30 April 1936,16 June 1936,1 Vestal,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,2,"1,2,3,4,5,6,7,8,9,10,11,13,14",Vestal,19 May 1936,16 June 1936,1 Vestal,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,3,17,Windsor & Coleville,3 Aug 1937,4 Nov 1937,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,4,1,Windsor,26 March 1938,1 July 1938,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,5,9,Coleville,26 March 1938,1 July 1938,1 Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,6,21,Coventry (Chenango Co.),21 May 1938,21 Aug 1938,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,7,1,Windsor,21 May 1938,21 Aug 1938,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,8,18,Windsor,1 June 1938,1 Sept 1938,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,9,1,Windsor,1 June 1938,1 Sept 1938,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,10,5,Sanford,27 April 1938,15 Aug 1938,1 Bainbridge (Chen. Co.),C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,11,1,Bainbridge (Chenango Co.),27 April 1938,15 Aug 1938,1 Bainbridge (Chen. Co.),C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,12,3,Sanford & Deposit,9 June 1938,13 July 1938,"1 Sanford, Broome Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,13,"1,6,11,12,13,14,15,16,20,21,22,23,24",Sanford,9 June 1938,13 July 1938,"1 Sanford, Broome Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,14,9,Sanford & Deposit,9 June 1938,13 July 1938,"1 Sanford, Broome Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,15,"4,5,6,8,9,10","Deposit, Delaware Co.",9 June 1938,13 July 1938,"and Deposit, Jomphino and",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,16,2,Deposit & Sanford,9 June 1938,13 July 1938,"Masonville, Delaware Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,17,"7,8,11",Deposit & Jomphino,9 June 1938,13 July 1938,"Masonville, Delaware Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,18,12,"Deposit, Jomphino, Masonville",9 June 1938,13 July 1938,"Masonville, Delaware Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,19,13,"Deposit, Masonville & Sanford",9 June 1938,13 July 1938,"Masonville, Delaware Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,20,12,Union & Maine,18 Aug 1938,13 Sept 1938,"1 Maine, Union & Nanticoke",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,21,"3,6,9,11,12,13,14",Maine,18 Aug 1938,13 Sept 1938,Broome Co. and Newark Valley,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,22,1,Maine & Newark Valley,18 Aug 1938,13 Sept 1938,"or Owego, Tioga Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,23,2,"Maine, Newark Valley & Nanticoke",18 Aug 1938,13 Sept 1938,"or Owego, Tioga Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,24,4,Maine & Nanticoke,18 Aug 1938,13 Sept 1938,"or Owego, Tioga Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,25,10,"Maine, Newark Valley & Owego",18 Aug 1938,13 Sept 1938,"or Owego, Tioga Co.",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,26,1,"Jomphino, Del. Co.",20 March 1939,1 July 1939,1 Sanford,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,27,1,Sanford,20 March 1939,1 July 1939,1 Sanford,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,28,19,Coleville,28 March 1939,1 July 1939,1 Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,29,1,Coleville,28 March 1939,1 July 1939,1 Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,30,6,Coventry (Chenango Co.),5 January 1939,1 July 1939,1 Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,31,1,Coleville,5 January 1939,1 July 1939,1 Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,32,1,"Barker, Chenango, Fenton & Greene",4 November 1938,28 Dec 1938,"1 Barker, Chenango, Fenton & Triangle, Broome",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,33,"5,6,7",Barker,4 November 1938,28 Dec 1938,"1 Barker, Chenango, Fenton & Triangle, Broome",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,34,3,Barker & Greene,4 November 1938,28 Dec 1938,"1 Barker, Chenango, Fenton & Triangle, Broome",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,35,13,Barker & Triangle,4 November 1938,28 Dec 1938,"1 Barker, Chenango, Fenton & Triangle, Broome",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,36,"2,7,8,9",Chenango,4 November 1938,28 Dec 1938,"1 Barker, Chenango, Fenton & Triangle, Broome",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,37,"5,6",Chenango & Barker,4 November 1938,28 Dec 1938,"1 Barker, Chenango, Fenton & Triangle, Broome",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,38,3,Fenton,4 November 1938,28 Dec 1938,"1 Barker, Chenango, Fenton & Triangle, Broome",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,39,4,Fenton & Greene,4 November 1938,28 Dec 1938,"1 Barker, Chenango, Fenton & Triangle, Broome",C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,40,5,Fenton,3 March 1939,1 July 1939,1 Union,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,41,1,Barker,3 March 1939,1 July 1939,1 Union,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,42,9,Union,12 December 1939,30 June 1940,1 Windsor & Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,43,1,Union,12 December 1939,30 June 1940,1 Windsor & Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,44,22,Windsor,6 February 1940,1 July 1940,1 Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,45,1,Windsor & Coleville,6 February 1940,1 July 1940,1 Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,46,2,Coleville,6 February 1940,1 July 1940,1 Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,47,1,Coleville & Windsor,6 February 1940,1 July 1940,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,48,23,Sanford & Windsor,1 June 1940,14 Sept 1940,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,49,1,Windsor,1 June 1940,14 Sept 1940,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,50,8,Windsor,18 June 1940,20 Sept 1940,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,51,1,Windsor,18 June 1940,20 Sept 1940,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,52,23,Windsor,21 June 1940,23 Sept 1940,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,53,1,Windsor,21 June 1940,23 Sept 1940,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,54,12,Chenango & Maine,5 May 1941,8 Aug 1941,1 Barker,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,55,1,Barker,5 May 1941,8 Aug 1941,1 Barker,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,56,2,"Barker, Triangle & Greene",6 May 1941,8 Aug 1941,1 Barker,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,57,1,Barker,6 May 1941,8 Aug 1941,1 Barker,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,58,17,Coleville,16 May 1941,20 Aug 1941,1 Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,59,1,Coleville,16 May 1941,20 Aug 1941,1 Coleville,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,60,10,Windsor,19 April 1941,21 July 1941,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,61,1,Windsor,19 April 1941,21 July 1941,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,62,4,Windsor,8 May 1941,8 Aug 1941,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,63,1,Windsor,8 May 1941,8 Aug 1941,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,64,15,Windsor,12 July 1941,14 Oct 1941,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,65,1,Windsor,12 July 1941,14 Oct 1941,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,66,3,Lisle & Nanticoke,2 April 1941,5 July 1941,1 Triangle,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,67,1,Triangle,2 April 1941,5 July 1941,1 Triangle,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,68,9,Richwood & Windsor,18 September 1941,18 Dec 1941,1 Windsor,C.R.S.
District-Consolidation-Data_100-116.pdf,4,Broome,central_rural_schools,69,1,Windsor,18 September 1941,18 Dec 1941,1 Windsor,C.R.S.
